id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1225161137026740226,Wed Feb 05 20:55:52 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@cspan @LindseyGrahamSC @LindseyGrahamSC has a paper trail to Moscow. I know it for a fact. Someone close to him is… https://t.co/yCHH1Sihg3,a paper trail Moscow I a fact Someone close is…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,slimkidK,,,"cspan, LindseyGrahamSC, LindseyGrahamSC","Austin, TX",
1225160795220324352,Wed Feb 05 20:54:30 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Sen_JoeManchin You are such a #Fraud.,You a,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,Curtis_Bailey,,Fraud,Sen_JoeManchin,Eastern NC,
1225160695609614336,Wed Feb 05 20:54:06 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Linda_Paris: He trafficks kids!!! #blackmail https://t.co/EbUAcY7yr7,He trafficks kids,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,13,clocksstrike13,False,blackmail,Linda_Paris,,
1225160671911796736,Wed Feb 05 20:54:01 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Report from VPN provider warns of #malware, #spyware in 24 #Android apps https://t.co/iMp2NDDXBn #hacking #identitytheft #fraud",Report VPN provider warns 24 apps,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,carlhammersburg,False,"malware, spyware, Android, hacking, identitytheft, fraud",,Seattle,
1225160621173297154,Wed Feb 05 20:53:49 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@MZHemingway #Fraud (endorsed by @fbi and @TheJusticeDept),endorsed,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,5C1URU5,,Fraud,"MZHemingway, FBI, TheJusticeDept",,
1225160556870586368,Wed Feb 05 20:53:33 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @lostcauseh1b: @NeilMunroDC Forget about #S386 or any MERIT based BILL #MAGA 

These #FRAUD immigration lawyers will never let it lass..…",Forget MERIT based BILL These immigration lawyers lass..…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,sentham76569308,,"S386, MAGA, FRAUD","lostcauseh1b, NeilMunroDC",,
1225160357204975617,Wed Feb 05 20:52:46 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dozens arrested in 'courier fraud' crackdown: I'll have more on the couple from #Dorset who lost almost £1m &amp; advic… https://t.co/VGKFEpBaD2,Dozens arrested 'courier fraud crackdown I 'll couple lost £1m amp advic…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Radio_Crossie,False,Dorset,,Dorset & Hampshire,
1225159990316584963,Wed Feb 05 20:51:18 +0000 2020,"<a href=""https://ho.com"" rel=""nofollow"">auto is the only way it can be </a>",RT @JinibaBD: No question about it #SCADA security is th ekey to futurecybersecurity #scada #scadahacking #cyberwar #cyberwarrior #CyberSec…,No question security ekey futurecybersecurity …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,27,sectest9,,"SCADA, scada, scadahacking, cyberwar, cyberwarrior, CyberSec",JinibaBD,"Hyderabad, India",
1225159984247443456,Wed Feb 05 20:51:17 +0000 2020,"<a href=""https://homeinc.com"" rel=""nofollow"">forRetweeting</a>",RT @JinibaBD: No question about it #SCADA security is th ekey to futurecybersecurity #scada #scadahacking #cyberwar #cyberwarrior #CyberSec…,No question security ekey futurecybersecurity …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,27,CyberSecurityN8,,"SCADA, scada, scadahacking, cyberwar, cyberwarrior, CyberSec",JinibaBD,,
1225159873093988352,Wed Feb 05 20:50:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JinibaBD: No question about it #SCADA security is th ekey to futurecybersecurity #scada #scadahacking #cyberwar #cyberwarrior #CyberSec…,No question security ekey futurecybersecurity …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,27,three_cube,,"SCADA, scada, scadahacking, cyberwar, cyberwarrior, CyberSec",JinibaBD,,
